"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SalePrice"
"1138",1138,50,2,54,6342,1,2,3,3,2,3,1,2,2,3,5,8,1875,1996,3,3,1,4,5,3,3,2,1,0,1,0,780,780,2,4,2,780,240,0,1020,0,1,0,2,1,3,6,3,0,1,1930,1,0,0,1,1,1,0,0,176,0,0,0,1,1,0,1,2010,94000
"1139",1139,20,2,70,9819,1,2,3,3,1,3,2,2,2,1,6,5,1977,1977,3,3,1,4,4,3,3,5,5,1567,1,0,0,1567,2,3,5,1567,0,0,1567,0,2,0,2,1,4,5,3,2,5,1977,2,2,714,3,3,2,264,32,0,0,0,0,1,1,0,1,2009,196000
"1140",1140,30,2,98,8731,1,2,3,3,2,3,2,2,2,1,5,5,1920,1950,5,5,1,4,3,3,3,2,3,645,1,0,270,915,2,3,5,1167,0,0,1167,0,1,0,3,1,3,6,2,1,3,1972,1,2,495,3,3,2,0,0,216,0,126,0,1,1,0,1,2007,144000
"1141",1141,20,2,60,7350,1,2,3,2,2,3,2,2,2,1,5,7,1951,1951,2,2,1,4,4,3,3,3,5,852,1,0,100,952,2,3,5,952,0,0,952,0,1,0,2,1,3,4,3,0,3,1988,1,2,840,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,139000
"1142",1142,60,2,60,10304,1,2,3,4,2,3,3,2,2,4,5,7,1976,1976,3,3,4,4,5,3,3,2,5,381,1,0,399,780,2,5,5,1088,780,0,1868,0,2,1,4,1,4,9,3,1,5,1976,1,2,484,3,3,2,448,96,0,0,0,0,1,1,0,1,2009,197500
"1143",1143,60,2,77,9965,1,2,3,3,2,3,2,2,2,4,8,5,2006,2007,3,3,4,5,4,5,3,5,6,1150,1,0,316,1466,2,5,5,1466,1362,0,2828,0,3,0,4,1,4,11,3,1,5,2006,2,3,1052,3,3,2,125,144,0,0,0,0,1,1,0,1,2007,424870
"1144",1144,20,2,60,9000,1,2,3,3,2,3,2,2,2,1,5,3,1959,1959,2,3,1,4,4,3,3,2,6,288,1,0,718,1006,2,3,5,1006,0,0,1006,0,1,0,3,1,3,5,3,0,1,1930,1,0,0,1,1,2,0,24,0,0,0,0,1,1,0,1,2008,80000
"1145",1145,190,2,60,12180,1,2,3,3,2,3,2,2,1,3,4,4,1941,1950,2,2,1,4,3,4,3,2,3,348,1,0,324,672,1,2,2,672,252,0,924,0,1,0,2,1,2,5,3,0,3,1941,1,1,280,3,3,2,0,0,0,0,0,0,1,1,0,1,2010,80000
"1146",1146,50,3,52,6240,1,2,3,3,2,3,2,2,2,3,5,6,1928,1950,2,2,1,4,4,3,3,2,1,0,1,0,1042,1042,2,5,5,1042,534,0,1576,0,1,0,3,1,3,8,3,1,3,1928,1,1,225,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,149000
"1147",1147,20,2,43,11200,1,2,3,3,2,3,2,2,2,1,6,5,1985,1985,2,2,4,5,4,4,3,2,6,1258,1,0,40,1298,2,3,5,1298,0,0,1298,0,2,0,3,1,4,5,3,1,5,1985,1,2,403,3,3,2,165,26,0,0,0,0,1,1,0,1,2006,180000
"1148",1148,70,2,75,12000,1,1,3,3,2,3,2,2,2,4,7,7,1941,1950,2,2,1,4,4,3,3,2,2,275,1,0,429,704,2,5,5,860,704,0,1564,0,1,1,3,1,2,7,3,1,5,1941,1,1,234,3,3,2,0,0,0,0,0,0,1,1,0,1,2009,174500
"1149",1149,50,3,55,5700,1,2,3,3,2,3,2,2,2,3,7,7,1926,1950,2,2,1,4,4,3,3,2,1,0,1,0,572,572,2,3,5,572,539,0,1111,0,1,0,2,1,3,5,3,1,3,1982,1,1,288,3,3,2,0,0,176,0,0,0,1,1,0,1,2008,116900
"1150",1150,70,3,50,9000,1,2,3,3,2,3,1,2,2,4,7,9,1920,1988,3,3,1,4,5,3,3,2,5,624,1,0,26,650,2,5,5,832,650,0,1482,1,1,0,3,1,3,7,3,0,3,1930,1,2,324,3,3,2,0,0,0,0,0,0,1,1,0,1,2009,143000
"1151",1151,20,2,57,8280,1,2,3,3,2,3,2,2,2,1,6,5,1950,1950,5,5,1,4,4,3,3,2,1,0,1,0,932,932,2,5,5,932,0,0,932,0,1,0,2,1,4,4,3,1,5,1950,1,1,306,3,3,2,0,0,214,0,0,0,2,1,0,1,2007,124000
"1152",1152,20,2,134,17755,1,2,3,3,2,3,2,2,2,1,5,4,1959,1959,2,3,4,4,4,3,3,2,3,176,1,0,1290,1466,2,3,5,1466,0,0,1466,0,1,1,3,1,2,6,3,2,5,1959,4,2,528,3,3,2,0,140,0,0,100,0,1,1,0,1,2006,149900
"1153",1153,20,2,90,14115,1,2,3,3,2,3,2,2,2,1,6,7,1956,2004,5,5,1,4,4,3,3,2,5,296,6,547,230,1073,2,5,5,1811,0,0,1811,0,1,0,2,1,5,6,3,1,5,1956,4,2,470,3,3,2,0,0,280,0,0,0,1,1,0,1,2006,230000
"1154",1154,30,3,65,5890,1,2,3,2,2,3,2,2,2,1,6,8,1930,2007,2,2,1,5,5,3,3,4,5,538,1,0,278,816,2,5,5,816,0,0,816,0,1,0,2,1,3,5,3,0,3,2002,1,1,432,3,3,2,0,0,96,0,0,0,1,1,0,1,2008,120500
"1155",1155,60,2,60,13700,1,2,3,3,2,3,2,2,2,4,7,6,1965,1988,3,3,4,4,4,3,3,5,5,454,1,0,410,864,2,3,5,902,918,0,1820,0,1,2,4,1,4,8,3,2,5,1965,1,2,492,3,3,2,60,84,0,0,273,0,2,1,0,1,2008,201800
"1156",1156,20,2,90,10768,1,2,3,2,2,3,2,2,2,1,5,8,1976,2004,3,3,1,5,5,4,3,5,5,1157,1,0,280,1437,2,3,5,1437,0,0,1437,0,2,0,3,1,4,6,3,1,5,1976,2,2,528,3,3,2,0,21,0,0,180,0,1,1,0,1,2007,218000
"1157",1157,80,2,85,9350,1,2,3,3,2,3,2,2,2,1,5,8,1965,1999,5,5,1,4,5,3,3,5,5,633,1,0,586,1219,2,4,5,1265,0,0,1265,1,2,0,3,1,4,6,3,1,5,1965,2,2,502,3,3,2,0,92,0,96,0,0,1,1,0,1,2008,179900
"1158",1158,120,2,34,5001,1,2,3,3,2,3,2,2,1,1,7,5,2007,2008,3,3,4,5,4,4,3,2,6,904,1,0,410,1314,2,5,5,1314,0,0,1314,0,2,0,2,1,4,6,3,1,5,2008,2,2,626,3,3,2,172,62,0,0,0,0,1,1,0,1,2009,230000
"1159",1159,20,2,92,11932,1,2,3,1,2,3,1,2,2,1,8,5,2007,2008,3,3,4,5,4,4,3,2,1,0,1,0,1580,1580,2,5,5,1580,0,0,1580,0,2,0,3,1,4,7,3,0,5,2008,2,3,830,3,3,2,0,24,0,0,0,0,1,1,0,1,2008,235128
"1160",1160,60,2,76,9120,1,2,3,3,2,3,2,2,2,4,6,6,1974,1974,2,2,4,5,4,3,3,2,5,442,1,0,459,901,2,3,5,943,933,0,1876,0,2,1,4,1,4,8,3,1,5,1974,2,2,540,4,3,2,0,69,0,0,0,0,1,1,0,1,2008,185000
"1161",1161,160,2,24,2280,1,2,3,3,2,3,2,2,1,4,6,5,1978,1978,3,5,1,4,4,4,3,2,5,311,1,0,544,855,2,2,5,855,601,0,1456,0,2,1,3,1,3,7,3,1,5,1978,1,2,440,3,3,2,26,0,0,0,0,0,1,1,0,1,2010,146000
"1162",1162,20,2,68,14778,1,0,3,4,2,3,3,2,2,1,6,7,1954,2006,2,2,4,5,4,3,3,2,3,728,1,0,568,1296,2,5,5,1640,0,0,1640,0,1,0,3,1,4,7,3,1,3,1993,1,2,924,3,3,2,108,0,0,216,0,0,1,1,0,1,2008,224000
"1163",1163,20,2,109,8724,1,2,3,3,2,3,2,2,2,1,5,5,1968,1968,3,3,1,4,4,4,3,2,3,492,1,0,402,894,2,4,5,894,0,0,894,0,1,0,3,1,3,5,3,1,5,1968,4,2,450,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,129000
"1164",1164,90,2,60,12900,1,2,3,3,2,3,1,2,1,1,4,4,1969,1969,3,3,1,4,4,4,3,4,6,1198,1,0,0,1198,2,3,5,1258,0,0,1258,0,0,2,0,2,3,6,3,0,2,1969,1,2,400,2,3,2,120,0,0,0,0,0,1,1,0,1,2008,108959
"1165",1165,80,2,122,16157,1,2,3,1,2,3,1,2,2,1,5,7,1978,1978,3,3,1,4,4,4,3,5,5,680,2,391,289,1360,2,5,5,1432,0,0,1432,0,1,1,2,1,4,5,3,1,5,1978,1,2,588,3,3,2,168,180,0,0,0,0,1,1,0,1,2007,194000
"1166",1166,20,2,79,9541,1,2,3,3,2,3,2,2,2,1,7,5,2009,2009,3,3,4,5,4,4,3,2,1,0,1,0,1502,1502,2,5,5,1502,0,0,1502,0,2,0,3,1,4,7,3,0,5,2009,2,2,644,3,3,2,0,114,0,0,0,0,1,1,0,1,2009,233170
"1167",1167,20,2,64,10475,1,2,3,2,2,3,2,2,2,1,8,5,2008,2008,3,3,4,5,4,4,3,4,1,0,1,0,1694,1694,2,5,5,1694,0,0,1694,0,2,0,3,1,4,7,3,0,5,2008,2,3,776,3,3,2,160,33,0,0,0,0,1,1,0,1,2010,245350
"1168",1168,60,2,58,10852,1,2,3,3,2,3,0,2,2,4,6,5,2000,2000,3,3,1,4,4,4,3,2,6,786,1,0,173,959,2,5,5,959,712,0,1671,0,2,1,3,1,3,7,3,1,5,2000,4,2,472,3,3,2,0,38,0,0,0,0,1,1,0,1,2006,173000
"1169",1169,70,2,120,13728,1,2,3,2,2,3,2,2,2,4,6,7,1935,1986,5,5,1,4,4,3,3,2,2,626,1,0,501,1127,2,5,5,1236,872,0,2108,0,2,0,4,1,4,7,3,2,3,1935,1,2,540,3,3,2,0,0,0,0,90,0,1,1,0,1,2008,235000
"1170",1170,60,2,118,35760,1,2,3,4,2,3,2,2,2,4,10,5,1995,1996,2,2,4,5,5,5,3,5,6,1387,1,0,543,1930,2,5,5,1831,1796,0,3627,0,3,1,4,1,4,10,3,1,5,1995,4,3,807,3,3,2,361,76,0,0,0,0,1,1,0,1,2006,625000
"1171",1171,80,2,76,9880,1,2,3,3,2,3,2,2,2,1,6,6,1977,1977,3,3,1,4,4,3,3,4,5,522,1,0,574,1096,2,3,5,1118,0,0,1118,0,1,0,3,1,3,6,3,1,5,1977,4,1,358,3,3,2,203,0,0,0,0,576,2,1,0,1,2008,171000
"1172",1172,20,2,76,9120,1,2,3,3,2,3,2,2,2,1,6,6,1958,1958,2,2,1,4,4,3,3,2,5,662,1,0,599,1261,2,5,5,1261,0,0,1261,0,1,0,3,1,3,6,3,1,5,1958,2,2,433,3,3,2,0,0,0,0,288,0,1,1,1400,1,2008,163000
"1173",1173,160,0,35,4017,1,2,3,3,2,3,2,2,2,4,7,5,2006,2007,2,2,1,5,4,4,3,2,1,0,1,0,625,625,2,5,5,625,625,0,1250,0,2,1,2,1,4,5,3,0,3,2006,4,2,625,3,3,2,0,54,0,0,0,0,1,1,0,1,2008,171900
"1174",1174,50,2,138,18030,1,1,3,3,2,3,2,2,2,3,5,6,1946,1994,2,2,1,4,4,3,3,2,2,152,3,469,977,1598,2,3,5,1636,971,479,3086,0,3,0,3,1,5,12,2,1,1,1930,1,0,0,1,1,2,122,0,0,0,0,0,1,1,0,1,2007,200500
"1175",1175,70,2,80,16560,1,2,3,3,2,3,2,2,2,4,6,8,1932,1950,2,2,1,4,4,4,3,2,2,503,1,0,449,952,2,3,5,1170,1175,0,2345,0,2,1,4,1,3,9,3,1,3,1932,1,2,360,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,239000
"1176",1176,50,2,85,10678,1,2,3,3,2,3,2,2,2,3,8,5,1992,2000,2,2,4,5,4,4,3,2,6,700,1,0,983,1683,2,5,5,2129,743,0,2872,0,2,1,4,1,4,9,3,1,5,1992,4,2,541,3,3,2,0,33,0,0,0,0,1,1,0,1,2007,285000
"1177",1177,20,2,37,6951,1,2,3,4,2,3,2,2,2,1,5,5,1984,1985,2,3,1,4,4,3,3,2,5,658,1,0,218,876,2,3,5,923,0,0,923,0,1,0,3,1,3,5,3,0,5,1984,1,1,264,3,3,2,362,0,0,0,0,0,1,1,0,1,2008,119500
"1178",1178,50,3,60,3950,1,1,3,3,2,3,1,2,2,3,6,8,1926,2004,2,2,1,4,4,3,3,2,2,468,1,0,350,818,2,3,5,818,406,0,1224,0,1,0,3,1,3,5,3,0,3,1926,1,1,210,3,3,1,0,0,116,0,0,0,1,1,0,1,2009,115000
"1179",1179,50,2,54,7681,1,2,3,1,2,3,2,2,2,3,5,6,1921,1950,2,2,1,4,4,3,3,2,1,0,1,0,731,731,2,5,5,820,523,0,1343,0,1,1,3,1,3,7,3,1,3,1921,1,1,186,2,3,2,192,0,102,0,0,0,1,1,0,1,2009,154900
"1180",1180,20,2,77,8335,1,2,3,2,2,3,2,2,2,1,5,5,1954,1954,2,2,1,4,4,1,1,2,1,0,1,0,0,0,2,4,5,1124,0,0,1124,0,1,0,3,1,3,5,2,1,1,1930,1,0,0,1,1,1,0,36,190,0,0,0,1,1,0,1,2006,93000
"1181",1181,60,2,137,11170,1,2,3,2,2,3,2,2,2,4,7,5,1990,1991,2,2,1,4,4,4,3,2,1,1216,1,0,0,1216,2,5,5,1298,1216,0,2514,0,2,1,4,1,3,8,3,0,5,1990,4,2,693,3,3,2,0,0,0,0,0,0,2,1,0,1,2006,250000
"1182",1182,120,3,64,5587,1,3,3,3,1,3,2,2,2,1,8,5,2008,2008,2,2,4,7,4,5,3,5,6,1480,1,0,120,1600,2,5,5,1652,0,0,1652,1,2,0,2,1,4,5,3,1,5,2008,4,2,482,3,3,2,162,53,0,153,0,0,1,1,0,1,2008,392500
"1183",1183,60,2,160,15623,1,2,3,2,2,3,2,2,2,4,10,5,1996,1996,2,3,1,5,4,5,3,4,6,2096,1,0,300,2396,2,5,5,2411,2065,0,4476,0,3,1,4,1,5,10,3,2,5,1996,4,3,813,3,3,2,171,78,0,0,0,555,1,1,0,1,2007,745000
"1184",1184,30,2,60,10800,1,2,3,3,2,3,2,2,2,1,5,6,1920,1950,5,5,1,4,4,3,3,2,2,821,1,0,299,1120,2,5,5,1130,0,0,1130,0,1,0,2,1,3,5,3,1,3,1970,1,2,720,3,3,2,229,0,0,0,0,0,1,1,0,1,2006,120000
"1185",1185,20,2,50,35133,0,2,3,3,1,3,2,2,2,1,5,4,1963,1963,2,2,4,4,4,3,3,5,2,1159,1,0,413,1572,2,4,5,1572,0,0,1572,0,1,1,3,1,3,5,3,2,5,1963,2,3,995,3,3,2,0,263,0,0,263,0,1,1,0,1,2007,186700
"1186",1186,50,2,60,9738,1,2,3,3,2,3,2,2,2,3,5,7,1924,1950,3,3,1,4,5,3,3,2,3,392,1,0,392,784,2,4,5,949,272,0,1221,0,1,0,4,1,3,7,3,0,5,1965,1,1,392,3,3,2,0,0,236,0,0,0,1,1,0,1,2006,104900
"1187",1187,190,2,107,10615,1,1,3,2,1,3,1,1,1,4,3,5,1900,1970,2,2,1,4,4,2,3,3,3,440,1,0,538,978,2,3,5,1014,685,0,1699,0,2,0,3,2,3,7,3,0,2,1920,1,2,420,2,2,2,0,74,0,0,0,0,1,1,0,1,2009,95000
"1188",1188,20,2,89,12461,1,2,3,2,2,3,2,2,2,1,8,5,1994,1995,3,3,1,5,4,4,3,2,6,1456,1,0,168,1624,2,5,5,1624,0,0,1624,0,2,0,2,1,4,5,3,1,5,1994,2,3,757,3,3,2,0,114,192,0,0,0,2,1,0,1,2006,262000
"1189",1189,60,2,68,8935,1,2,3,3,2,3,2,2,2,4,7,5,2002,2002,3,3,4,5,4,4,3,2,1,0,1,0,831,831,2,5,5,831,829,0,1660,0,2,1,3,1,4,7,3,0,5,2002,2,2,493,3,3,2,144,68,0,0,0,0,1,1,0,1,2009,195000
"1190",1190,60,2,60,7500,1,2,3,3,2,3,2,2,2,4,7,5,1999,1999,3,3,1,4,4,3,3,2,1,0,1,0,994,994,2,4,5,1028,776,0,1804,0,2,1,3,1,4,7,3,1,5,1999,4,2,442,3,3,2,140,60,0,0,0,0,1,1,0,1,2010,189000
"1191",1191,190,2,70,32463,1,0,3,3,1,3,2,2,1,1,4,4,1961,1975,2,2,4,4,5,3,3,4,3,1159,1,0,90,1249,2,5,5,1622,0,0,1622,0,1,0,3,1,3,7,3,1,5,1975,4,4,1356,3,3,2,439,0,0,0,0,0,1,1,0,1,2007,168000
"1192",1192,160,0,24,2645,1,2,3,3,2,3,2,2,1,4,8,5,1999,2000,2,2,4,5,4,4,3,2,1,0,1,0,776,776,2,5,5,764,677,0,1441,0,2,1,2,1,4,5,3,0,3,1999,1,2,492,3,3,2,206,0,0,0,0,0,1,1,0,1,2007,174000
"1193",1193,50,3,60,9600,1,2,3,3,2,3,2,2,2,3,5,8,1925,1994,3,3,1,4,4,3,3,3,1,0,1,0,702,702,2,4,5,842,630,0,1472,0,1,0,3,1,4,6,3,0,3,1925,1,1,250,3,2,1,0,0,84,0,0,0,1,1,0,1,2007,125000
"1194",1194,120,3,52,4500,1,2,3,1,2,3,2,2,2,1,6,5,1999,1999,3,3,4,4,4,5,3,2,6,883,1,0,341,1224,2,5,5,1224,0,0,1224,0,2,0,2,1,3,5,3,0,5,1999,4,2,402,3,3,2,0,304,0,0,0,0,1,1,0,1,2009,165000
"1195",1195,60,2,80,9364,1,2,3,2,2,3,2,2,2,4,6,7,1969,1969,2,2,4,4,4,3,3,2,5,371,1,0,292,663,2,3,5,663,689,0,1352,0,1,1,4,1,3,7,3,0,5,1969,4,1,299,3,3,2,379,36,0,0,0,0,1,1,0,1,2010,158000
"1196",1196,60,2,51,8029,1,2,3,3,2,3,2,2,2,4,6,5,2005,2005,3,3,1,4,4,4,3,2,1,0,1,0,728,728,2,5,5,728,728,0,1456,0,2,1,3,1,4,8,3,0,5,2005,4,2,400,3,3,2,100,24,0,0,0,0,1,1,0,1,2008,176000
"1197",1197,60,2,58,14054,1,2,3,3,2,3,2,2,2,4,7,5,2006,2006,3,3,1,5,4,4,3,4,1,0,1,0,879,879,2,5,5,879,984,0,1863,0,2,1,4,1,4,9,3,1,5,2006,4,3,660,3,3,2,100,17,0,0,0,0,1,1,0,1,2006,219210
"1198",1198,75,3,65,8850,1,1,3,2,2,3,2,2,2,5,7,6,1916,1950,2,2,1,4,4,3,3,2,1,0,1,0,815,815,2,5,5,815,875,0,1690,0,1,0,3,1,3,7,3,1,3,1916,1,1,225,3,3,2,0,0,330,0,0,0,1,1,0,1,2006,144000
"1199",1199,20,2,70,9100,1,2,3,3,2,3,2,2,2,1,7,5,2001,2001,3,3,1,5,4,4,3,2,1,0,1,0,1212,1212,2,5,5,1212,0,0,1212,0,2,0,3,1,4,6,3,0,5,2001,2,2,573,3,3,2,356,0,0,0,0,0,1,1,0,1,2009,178000
"1200",1200,20,2,75,11235,1,2,3,3,2,3,2,2,2,1,4,5,1963,1979,2,2,4,4,4,3,3,2,2,547,1,0,504,1051,2,4,5,1382,0,0,1382,0,1,1,3,1,3,6,3,1,5,1974,1,2,459,3,3,2,0,82,0,0,0,0,1,1,0,1,2006,148000
"1201",1201,20,2,71,9353,1,2,3,3,2,3,2,2,2,1,4,5,1970,1970,2,2,1,4,4,3,3,2,1,0,1,0,864,864,2,4,5,864,0,0,864,0,1,0,3,1,3,5,3,0,5,1972,1,1,280,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,116050
"1202",1202,60,2,80,10400,1,2,3,2,2,3,2,2,2,4,7,5,1998,1998,3,3,1,4,4,4,3,4,1,0,1,0,866,866,2,5,5,866,913,0,1779,0,2,1,3,1,4,6,3,0,5,1998,2,2,546,3,3,2,198,36,0,0,0,0,1,1,0,1,2009,197900
"1203",1203,50,3,50,6000,1,2,3,2,2,3,2,2,2,3,5,8,1925,1997,2,2,1,4,4,3,3,2,1,0,1,0,884,884,2,5,5,884,464,0,1348,0,1,0,3,1,3,5,3,1,3,1960,1,1,216,3,3,1,0,0,208,0,0,0,1,1,0,1,2009,117000
"1204",1204,20,2,75,9750,1,2,3,3,2,3,2,2,2,1,7,5,2000,2001,3,3,4,5,4,4,3,2,1,0,1,0,1630,1630,2,5,5,1630,0,0,1630,0,2,0,3,1,4,6,3,1,5,2000,1,2,451,3,3,2,74,234,0,0,0,0,1,1,0,1,2009,213000
"1205",1205,20,2,78,10140,1,2,3,3,2,3,2,2,2,1,5,6,1975,1975,2,2,1,4,4,4,3,2,5,788,1,0,268,1056,2,5,5,1074,0,0,1074,0,1,1,3,1,3,6,3,0,5,1975,2,2,495,3,3,2,0,88,0,0,0,0,1,1,0,1,2006,153500
"1206",1206,20,2,90,14684,1,2,3,4,2,3,2,2,2,1,7,7,1990,1991,2,2,4,5,4,4,3,3,5,485,3,177,1496,2158,2,4,5,2196,0,0,2196,0,2,0,3,1,4,7,3,1,5,1990,2,3,701,3,3,2,84,70,0,0,0,0,1,1,0,1,2009,271900
"1207",1207,20,4,60,8900,1,2,3,3,2,3,2,2,2,1,4,4,1966,1966,2,2,1,4,4,3,3,2,2,1056,1,0,0,1056,2,3,5,1056,0,0,1056,0,1,0,2,1,3,5,3,0,3,1966,1,1,384,3,3,2,0,42,0,0,0,0,1,1,0,1,2006,107000
"1208",1208,20,2,70,9135,1,2,3,3,2,3,2,2,2,1,6,5,2003,2003,3,3,4,5,4,4,3,4,6,340,1,0,1342,1682,2,5,5,1700,0,0,1700,0,2,0,3,1,4,7,3,0,5,2003,2,2,544,3,3,2,192,23,0,0,0,0,1,1,0,1,2006,200000
"1209",1209,20,2,70,7763,1,2,3,3,2,3,2,2,2,1,5,7,1962,1980,2,2,1,4,5,3,3,2,2,504,3,108,319,931,2,3,5,1283,0,0,1283,0,1,0,3,1,3,6,3,0,3,1980,1,2,506,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,140000
"1210",1210,20,2,85,10182,1,2,3,4,2,3,0,2,2,1,8,5,2006,2006,3,3,4,5,4,5,3,3,6,1220,1,0,440,1660,2,5,5,1660,0,0,1660,0,2,0,3,1,4,8,3,1,5,2006,2,2,500,3,3,2,322,50,0,0,0,0,1,1,0,1,2006,290000
"1211",1211,60,2,70,11218,1,2,3,3,2,3,2,2,2,4,6,5,1992,1992,2,2,1,5,4,4,3,2,1,0,1,0,1055,1055,2,5,5,1055,790,0,1845,0,2,1,3,1,4,8,3,1,5,1992,2,2,462,3,3,2,635,104,0,0,0,0,2,1,400,1,2010,189000
"1212",1212,50,2,152,12134,1,1,3,3,1,3,2,2,2,3,8,7,1988,2005,2,2,1,5,4,4,3,4,6,427,1,0,132,559,2,4,5,1080,672,0,1752,0,2,0,4,1,3,8,3,0,3,1988,2,2,492,3,3,2,325,12,0,0,0,0,1,1,0,1,2010,164000
"1213",1213,30,2,50,9340,1,2,3,3,2,3,2,2,2,1,4,6,1941,1950,2,2,1,4,4,3,3,2,2,344,1,0,328,672,2,3,5,672,0,0,672,0,1,0,2,1,3,4,3,0,5,1941,1,1,234,3,3,1,0,113,0,0,0,0,1,1,0,1,2009,113000
"1214",1214,80,2,40,10246,1,2,3,4,2,3,2,2,2,1,4,9,1965,2001,3,3,1,4,5,3,4,4,6,648,1,0,0,648,2,5,5,960,0,0,960,1,0,0,0,1,3,3,3,0,5,1965,1,1,364,3,3,2,88,0,0,0,0,0,1,1,0,1,2006,145000
"1215",1215,85,2,69,10205,1,2,3,3,2,3,2,2,2,1,5,5,1962,1962,2,2,1,4,4,3,3,4,3,784,1,0,141,925,2,3,5,999,0,0,999,0,1,0,3,1,3,6,3,0,5,1962,1,1,300,3,3,2,150,72,0,0,0,0,1,1,0,1,2006,134500
"1216",1216,20,2,99,7094,1,2,3,3,2,3,2,2,2,1,5,5,1966,1966,3,3,1,4,4,3,3,2,2,180,1,374,340,894,2,3,5,894,0,0,894,0,1,0,3,1,3,5,3,0,3,1966,2,1,384,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,125000
"1217",1217,90,3,68,8930,1,2,3,3,2,3,0,2,1,3,6,5,1978,1978,3,3,1,4,4,1,1,2,1,0,1,0,0,0,2,3,5,1318,584,0,1902,0,2,0,4,2,3,8,3,0,5,1978,1,2,539,3,3,2,0,0,0,0,0,0,1,1,0,1,2010,112000
"1218",1218,20,0,72,8640,1,2,3,3,2,3,2,2,2,1,8,5,2009,2009,2,2,4,5,4,4,3,3,6,936,1,0,364,1300,2,5,5,1314,0,0,1314,0,2,0,3,1,4,6,3,0,5,2009,2,2,552,3,3,2,135,112,0,0,0,0,1,1,0,1,2009,229456
"1219",1219,50,3,52,6240,1,2,3,3,2,3,2,2,2,3,4,5,1947,1950,3,3,1,4,4,1,1,2,1,0,1,0,0,0,2,4,2,672,240,0,912,0,1,0,2,1,3,3,3,0,1,1926,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2006,80500
"1220",1220,160,3,21,1680,1,2,3,3,2,3,2,2,1,4,6,5,1971,1971,2,2,4,4,4,3,3,2,1,0,1,0,672,672,2,3,5,672,546,0,1218,0,1,1,3,1,3,7,3,0,1,1930,1,0,0,1,1,1,201,0,0,0,0,0,1,1,0,1,2006,91500
"1221",1221,20,2,66,7800,1,2,3,3,2,3,2,2,2,1,5,5,1964,1964,2,2,1,4,4,3,3,2,2,312,1,600,0,912,2,3,5,912,0,0,912,0,1,0,2,1,3,5,3,0,5,1964,1,1,288,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,115000
"1222",1222,20,2,55,8250,1,2,3,3,2,3,1,2,2,1,5,5,1968,1968,2,2,1,4,4,3,3,2,3,250,1,492,210,952,2,5,5,1211,0,0,1211,0,1,0,3,1,3,5,3,1,5,1968,1,1,322,3,3,2,0,63,0,0,0,0,1,1,0,1,2008,134000
"1223",1223,50,2,78,10496,1,2,3,3,2,3,1,2,2,3,6,6,1949,1950,2,2,4,4,4,3,3,3,2,196,1,0,844,1040,2,5,5,1168,678,0,1846,0,2,0,3,1,3,7,3,1,5,1949,1,1,315,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,143000
"1224",1224,20,2,89,10680,1,2,3,3,2,3,2,2,2,1,5,3,1951,1951,2,2,4,4,4,3,2,2,1,756,1,0,1380,2136,2,3,2,2136,0,0,2136,0,2,0,4,1,3,7,3,0,3,1951,1,2,528,3,3,2,0,30,0,0,0,0,1,1,0,1,2006,137900
"1225",1225,60,2,60,15384,1,2,3,3,2,3,0,2,2,4,7,5,2004,2005,3,3,1,5,4,4,3,4,6,724,1,0,64,788,2,5,5,788,702,0,1490,0,2,1,3,1,4,8,3,1,5,2004,4,2,388,3,3,2,100,75,0,0,0,0,1,1,0,1,2008,184000
"1226",1226,80,2,65,10482,1,2,3,3,2,3,2,2,2,1,6,8,1958,1958,3,3,4,4,5,3,3,4,6,507,1,0,81,588,2,5,5,1138,0,0,1138,1,1,0,3,1,3,6,3,0,5,1958,2,1,264,3,3,2,224,0,0,0,0,0,1,1,0,1,2007,145000
